,filename,simbad_name
1157,Database/TIC 248644661.csv,TIC 248644661
1158,Database/TIC 282026116.csv,TIC 282026116
1159,Database/TIC 438760922.csv,LLNS  9628
1160,Database/TIC 65325369.csv,TIC 65325369
1161,Database/TIC 67772873.csv,TIC 67772873
1162,Database/TIC 349071261.csv,TIC 349071261
1163,Database/TIC 410061160.csv,TIC 410061160
1164,Database/HD 146233.csv,TIC 135656809
1165,Database/TIC 141306732.csv,TIC 141306732
1166,Database/TIC 387609654.csv,TIC 387609654
1167,Database/HD 180314.csv,TIC 392658786
1168,Database/TIC 78959225.csv,TIC 78959225
1169,Database/TIC 304983634.csv,TIC 304983634
1170,Database/TIC 365779699.csv,TIC 365779699
1171,Database/TIC 258600503.csv,TIC 258600503
1172,Database/TIC 9440488.csv,TIC 9440488
1173,Database/TIC 174786703.csv,TIC 174786703
1174,Database/TIC 231836962.csv,TIC 231836962
1175,Database/HD 141004.csv,TIC 296740796
1176,Database/TIC 142875660.csv,TIC 142875660
1177,Database/WASP-63.csv,Gaia DR2 5574766468155514752
1178,Database/2MASS J18561431+4431052.csv,TIC 164652245
1179,Database/HD 96167.csv,TIC 286277386
1180,Database/TIC 34680975.csv,TIC 34680975
1181,Database/TIC 306384457.csv,TIC 306384457
1182,Database/HD 187123.csv,TIC 58559140
1183,Database/TIC 444007688.csv,TIC 444007688
1184,Database/TIC 178367144.csv,TIC 178367144
1185,Database/TIC 207202159.csv,TIC 207202159
1186,Database/TIC 277913391.csv,TIC 277913391
1187,Database/TIC 408047845.csv,TIC 408047845
1188,Database/TIC 324370520.csv,TIC 324370520
1189,Database/TIC 40849632.csv,TIC 40849632
1190,Database/TIC 349458174.csv,TIC 349458174
1191,Database/TIC 340807280.csv,TIC 340807280
1192,Database/TIC 134501440.csv,TIC 134501440
1193,Database/TIC 107288978.csv,TIC 107288978
1194,Database/HD 164509.csv,TIC 382764222
1195,Database/HD 23079.csv,TIC 206402844
1196,Database/TIC 78566138.csv,TIC 78566138
1197,Database/TIC 422406221.csv,TIC 422406221
1198,Database/TIC 374421121.csv,TIC 374421121
1199,Database/TIC 91048865.csv,TIC 91048865
1200,Database/TIC 180205814.csv,TIC 180205814
1201,Database/TIC 390607705.csv,TIC 390607705
1202,Database/TIC 183655984.csv,TIC 183655984
1203,Database/TIC 212354618.csv,CD-27 14976
1204,Database/TIC 245826993.csv,TIC 245826993
1205,Database/83 Leo B.csv,TIC 363549734
1206,Database/HD 64468.csv,TIC 293253336
1207,Database/TIC 102029734.csv,TIC 102029734
1208,Database/TIC 152816026.csv,TIC 152816026
1209,Database/HD 41004A.csv,HD  41004A
1210,Database/TIC 445925813.csv,TIC 445925813
1211,Database/TIC 169296613.csv,TIC 169296613
1212,Database/TIC 152504097.csv,TIC 152504097
1213,Database/TIC 204378362.csv,TIC 204378362
1214,Database/TIC 169108295.csv,TIC 169108295
1215,Database/TIC 441173738.csv,LLNS  9818
1216,Database/TIC 6737561.csv,TIC 6737561
1217,Database/TIC 106900981.csv,TIC 106900981
1218,Database/TIC 220522615.csv,TIC 220522615
1219,Database/HD 159868.csv,TIC 248320609
1220,Database/TIC 280793604.csv,TIC 280793604
1221,Database/TIC 73764350.csv,TIC 73764350
1222,Database/TIC 384885535.csv,TIC 384885535
1223,Database/TIC 214416505.csv,TIC 214416505
1224,Database/TIC 13834029.csv,TIC 13834029
1225,Database/Gaia DR1 6145388225302129152.csv,PLX 2883.1
1226,Database/WASP-67.csv,TIC 68952448
1227,Database/TIC 347085338.csv,TIC 347085338
1228,Database/TIC 278987417.csv,TIC 278987417
1229,Database/TIC 33949103.csv,TIC 33949103
1230,Database/HD20559B.csv,TYC 4708-1422-2
1231,Database/TIC 464375439.csv,TIC 464375439
1232,Database/TIC 89614666.csv,TIC 89614666
1233,Database/TIC 365006789.csv,TIC 365006789
1234,Database/TIC 193032655.csv,TIC 193032655
1235,Database/TIC 32086543.csv,TIC 32086543
1236,Database/Gaia DR2 6131598876320179840.csv,CD-45  7676
1237,Database/TrES-2.csv,TrES-2
1238,Database/TIC 320004517.csv,TOI-1055
1239,Database/TIC 119625675.csv,TIC 119625675
1240,Database/TIC 394629453.csv,TIC 394629453
1241,Database/TIC 408436718.csv,RAVE J104539.5-190650
1242,Database/TIC 102038371.csv,TIC 102038371
1243,Database/TIC 57570218.csv,TIC 57570218
1244,Database/HD 65216.csv,TIC 382625142
1245,Database/TIC 12562726.csv,TIC 12562726
1246,Database/TIC 76774212.csv,TIC 76774212
1247,Database/TIC 49099038.csv,TIC 49099038
1248,Database/TIC 366484561.csv,TIC 366484561
1249,Database/2MASS J02462210+4939110.csv,TIC 302317605
1250,Database/TIC 80085363.csv,TIC 80085363
1251,Database/TIC 268804174.csv,TIC 268804174
1252,Database/TIC 33300879.csv,TIC 33300879
1253,Database/TIC 407090552.csv,TIC 407090552
1254,Database/TIC 383393708.csv,TIC 383393708
1255,Database/TIC 72510218.csv,TIC 72510218
1256,Database/TIC 333680372.csv,TIC 333680372
1257,Database/TIC 77897915.csv,TIC 77897915
1258,Database/TIC 207806112.csv,TIC 207806112
1259,Database/Gaia DR2 4287428567558023936.csv,CoRoT 101614469
1260,Database/TIC 248689603.csv,TIC 248689603
1261,Database/TIC 29924327.csv,TIC 29924327
1262,Database/TIC 449650822.csv,TIC 449650822
1263,Database/TIC 127530399.csv,TIC 127530399
1264,Database/TIC 101039305.csv,TIC 101039305
1265,Database/TIC 238001475.csv,TIC 238001475
1266,Database/TIC 357297059.csv,TIC 357297059
1267,Database/HD 118203.csv,AG+53  911
1268,Database/HAT-P-25.csv,TIC 35022727
1269,Database/TIC 263190437.csv,TIC 263190437
1270,Database/TIC 291243756.csv,TIC 291243756
1271,Database/HD 17051.csv,TIC 166853853
1272,Database/TIC 204640973.csv,TIC 204640973
1273,Database/TIC 246801501.csv,TIC 246801501
1274,Database/TIC 441420236.csv,TYC 7457-641-1
1275,Database/TIC 143404311.csv,TIC 143404311
1276,Database/HD 4308.csv,TIC 234501204
1277,Database/HD 38529.csv,TIC 200093173
1278,Database/TIC 122574885.csv,TIC 122574885
1279,Database/TIC 79422251.csv,TIC 79422251
1280,Database/TIC 32306516.csv,TIC 32306516
1281,Database/Gaia DR2 2326822176403978112.csv,CD-31 19526
1282,Database/TIC 325554331.csv,TIC 325554331
1283,Database/HD 208527.csv,TIC 283621278
1284,Database/TIC 452518444.csv,TIC 452518444
1285,Database/HD 162020.csv,TIC 367987991
1286,Database/TIC 41123769.csv,TIC 41123769
1287,Database/TIC 318249308.csv,TIC 318249308
1288,Database/TIC 406098838.csv,TIC 406098838
1289,Database/TIC 403223176.csv,TIC 403223176
1290,Database/TIC 142671635.csv,TIC 142671635
1291,Database/TIC 59694059.csv,TIC 59694059
1292,Database/alpha Ari.csv,TIC 306349516
1293,Database/2MASS J19240775+4902249.csv,TIC 417676622
1294,Database/TIC 140283993.csv,TIC 140283993
1295,Database/Gaia DR2 5049456714761695232.csv,* eta02 For
1296,Database/TIC 231811922.csv,TIC 231811922
1297,Database/TIC 97506256.csv,TIC 97506256
1298,Database/HD 114613.csv,PLX 3011
1299,Database/TIC 290172418.csv,TIC 290172418
1300,Database/TIC 61538902.csv,TIC 61538902
1301,Database/TIC 74218395.csv,TIC 74218395
1302,Database/TIC 253928127.csv,TIC 253928127
1303,Database/HD 192310.csv,TIC 326096771
1304,Database/TIC 270479402.csv,TIC 270479402
1305,Database/TIC 110707531.csv,TIC 110707531
1306,Database/TIC 25594178.csv,TIC 25594178
1307,Database/TIC 166739520.csv,TIC 166739520
1308,Database/TIC 257920927.csv,TIC 257920927
1309,Database/TIC 435254533.csv,TIC 435254533
1310,Database/TIC 66666684.csv,1SWASP J121850.69-000923.3
1311,Database/TIC 277716959.csv,TIC 277716959
1312,Database/HD 207832.csv,TIC 53895723
1313,Database/TIC 250205478.csv,TIC 250205478
1314,Database/TIC 293630109.csv,TIC 293630109
1315,Database/TIC 396931486.csv,TIC 396931486
1316,Database/TIC 432012592.csv,TIC 432012592
1317,Database/Gaia DR2 3107374483219676288.csv,CoRoT 102755837
1318,Database/TIC 103103391.csv,TIC 103103391
1319,Database/TIC 453452671.csv,TIC 453452671
1320,Database/TIC 11648750.csv,TIC 11648750
1321,Database/TIC 64540041.csv,TIC 64540041
1322,Database/HD 240210.csv,TIC 315415155
1323,Database/TIC 388815437.csv,TIC 388815437
1324,Database/HD 187085.csv,TIC 300081980
1325,Database/HD 20367.csv,TIC 101349357
1326,Database/TIC 363548415.csv,TIC 363548415
1327,Database/2MASS J13375120+4808174.csv,TIC 332278062
1328,Database/TIC 441298668.csv,TIC 441298668
1329,Database/HAT-P-18.csv,TIC 21744120
1330,Database/HD 37394.csv,TIC 311063391
1331,Database/TIC 326184661.csv,TIC 326184661
1332,Database/TIC 11665403.csv,TIC 11665403
1333,Database/TIC 8002833.csv,TIC 8002833
1334,Database/TIC 140074150.csv,TIC 140074150
1335,Database/HAT-P-24.csv,TIC 440777904
1336,Database/TIC 197792776.csv,TIC 197792776
1337,Database/TIC 461736510.csv,TIC 461736510
1338,Database/TIC 41863903.csv,TIC 41863903
1339,Database/TIC 167839774.csv,TIC 167839774
1340,Database/HD 111232.csv,Gaia EDR3 5855730584310531200
1341,Database/TIC 206686962.csv,TIC 206686962
1342,Database/TIC 145448257.csv,TIC 145448257
1343,Database/TIC 31374837.csv,TIC 31374837
1344,Database/TIC 422349422.csv,TIC 422349422
1345,Database/TIC 421734420.csv,TIC 421734420
1346,Database/TIC 7446418.csv,TIC 7446418
1347,Database/TIC 36981205.csv,TIC 36981205
1348,Database/TIC 57528890.csv,TIC 57528890
1349,Database/HD 73267.csv,TIC 11749208
1350,Database/TIC 435911332.csv,TIC 435911332
1351,Database/TIC 259648079.csv,TIC 259648079
1352,Database/TIC 306476702.csv,TIC 306476702
1353,Database/TIC 279342892.csv,TIC 279342892
1354,Database/TIC 184269804.csv,TIC 184269804
1355,Database/TIC 201126055.csv,TIC 201126055
1356,Database/TIC 323094535.csv,TIC 323094535
1357,Database/BD +20 2457.csv,Gaia EDR3 625137162857354880
1358,Database/TIC 301289516.csv,TYC 5244-1092-1
1359,Database/TIC 384341830.csv,TIC 384341830
1360,Database/HD 185269.csv,TIC 213721036
1361,Database/TIC 422249595.csv,TIC 422249595
1362,Database/TIC 441110063.csv,TIC 441110063
1363,Database/TIC 394592297.csv,TIC 394592297
1364,Database/TIC 49831913.csv,TIC 49831913
1365,Database/TIC 207084815.csv,TIC 207084815
1366,Database/TIC 100123854.csv,TIC 100123854
1367,Database/TIC 188292195.csv,TIC 188292195
1368,Database/TIC 117647213.csv,TIC 117647213
1369,Database/TIC 421045684.csv,TIC 421045684
1370,Database/TIC 248609604.csv,TIC 248609604
1371,Database/TIC 216840997.csv,TIC 216840997
1372,Database/TIC 94735942.csv,TIC 94735942
1373,Database/TIC 240810634.csv,TIC 240810634
1374,Database/TIC 436243682.csv,TIC 436243682
1375,Database/TIC 282750547.csv,TIC 282750547
1376,Database/TIC 294355648.csv,TIC 294355648
1377,Database/TIC 33982930.csv,TIC 33982930
1378,Database/TIC 370281600.csv,TIC 370281600
1379,Database/TIC 303319608.csv,TIC 303319608
1380,Database/TIC 328426362.csv,TIC 328426362
1381,Database/TIC 280495780.csv,TIC 280495780
1382,Database/TIC 422142487.csv,TIC 422142487
1383,Database/TrES-3.csv,TrES-3
1384,Database/TIC 309284002.csv,TIC 309284002
1385,Database/TIC 322008555.csv,TIC 322008555
1386,Database/HD 189123.csv,TIC 230978158
1387,Database/TIC 156712422.csv,TIC 156712422
1388,Database/WASP-66.csv,TIC 53735810
1389,Database/TIC 155782207.csv,TIC 155782207
1390,Database/TIC 13060575.csv,TIC 13060575
1391,Database/TIC 440703435.csv,TIC 440703435
1392,Database/TIC 344714317.csv,TIC 344714317
1393,Database/WASP-72.csv,2MASS J02440959-3010085
1394,Database/TIC 334644751.csv,TIC 334644751
1395,Database/TIC 55857683.csv,TIC 55857683
1396,Database/TIC 88533834.csv,TIC 88533834
1397,Database/TIC 456861826.csv,TIC 456861826
1398,Database/TIC 18809756.csv,TIC 18809756
1399,Database/TIC 471016408.csv,WISE J193435.93-625042.2
1400,Database/TIC 65406275.csv,TIC 65406275
1401,Database/TIC 390651552.csv,TOI-1827
1402,Database/TIC 234507537.csv,TIC 234507537
1403,Database/TIC 446440809.csv,TIC 446440809
1404,Database/HD 11964.csv,TIC 24978373
1405,Database/TIC 126247328.csv,TIC 126247328
1406,Database/TIC 301407202.csv,TIC 301407202
1407,Database/TIC 78823956.csv,TIC 78823956
1408,Database/TIC 460851130.csv,TIC 460851130
1409,Database/TIC 155985198.csv,TIC 155985198
1410,Database/TIC 436949033.csv,TIC 436949033
1411,Database/TIC 421255607.csv,TIC 421255607
1412,Database/TIC 397125777.csv,TIC 397125777
1413,Database/TIC 418096656.csv,TIC 418096656
1414,Database/HD 1461.csv,TIC 37748347
1415,Database/TIC 396915485.csv,TIC 396915485
1416,Database/TIC 165192727.csv,TIC 165192727
1417,Database/TIC 425039286.csv,TIC 425039286
1418,Database/TIC 386865278.csv,TIC 386865278
1419,Database/TIC 415846785.csv,TIC 415846785
1420,Database/HD 41004B.csv,HD  41004B
1421,Database/TIC 440685861.csv,TIC 440685861
1422,Database/TIC 233438010.csv,TIC 233438010
1423,Database/TIC 423301413.csv,TIC 423301413
1424,Database/Gaia DR2 3629615946329315456.csv,PLX 3005
1425,Database/TIC 290551169.csv,TIC 290551169
1426,Database/WASP-64.csv,Gaia DR2 5583523425437258240
1427,Database/TIC 151517553.csv,TIC 151517553
1428,Database/TIC 237356930.csv,TIC 237356930
1429,Database/HD 16760.csv,TIC 433140046
1430,Database/HD 208487.csv,TIC 197686484
1431,Database/TIC 57269920.csv,TIC 57269920
1432,Database/TIC 47317896.csv,TIC 47317896
1433,Database/WASP-58.csv,TIC 424435940
1434,Database/TIC 146322354.csv,TIC 146322354
1435,Database/TIC 40535161.csv,TIC 40535161
1436,Database/TIC 280310048.csv,TIC 280310048
1437,Database/TIC 23137804.csv,TIC 23137804
1438,Database/GJ 676 A.csv,TIC 369021303
1439,Database/Gaia DR2 2423493369021649920.csv,2MASS J00225174-1212340
1440,Database/TIC 142086813.csv,TIC 142086813
1441,Database/TIC 36879392.csv,TIC 36879392
1442,Database/TIC 332204965.csv,TIC 332204965
1443,Database/HD 175167.csv,TIC 467966544
1444,Database/TrES-1.csv,TrES-1
1445,Database/TIC 443761523.csv,TIC 443761523
1446,Database/TIC 398523562.csv,TIC 398523562
1447,Database/TIC 160890392.csv,TIC 160890392
1448,Database/TIC 434640713.csv,TIC 434640713
1449,Database/TIC 204328998.csv,TIC 204328998
1450,Database/TIC 37749213.csv,TIC 37749213
1451,Database/TIC 83391616.csv,TIC 83391616
1452,Database/HD 217014.csv,TIC 139298196
1453,Database/TIC 49531426.csv,TIC 49531426
1454,Database/TIC 214416076.csv,TIC 214416076
1455,Database/TIC 428919267.csv,TIC 428919267
1456,Database/HD 104985.csv,TIC 160224839
1457,Database/HD 188015.csv,TIC 11499710
1458,Database/TIC 9210746.csv,TIC 9210746
1459,Database/TIC 72588532.csv,TIC 72588532
1460,Database/TIC 420687462.csv,TIC 420687462
1461,Database/TIC 345842313.csv,TIC 345842313
1462,Database/HD 149661.csv,TIC 58092025
1463,Database/TIC 391826567.csv,TIC 391826567
1464,Database/TIC 200807337.csv,TIC 200807337
1465,Database/TIC 189792115.csv,TIC 189792115
1466,Database/TIC 278036258.csv,TIC 278036258
1467,Database/TIC 44827786.csv,TIC 44827786
1468,Database/TIC 389198736.csv,TIC 389198736
1469,Database/TIC 125409404.csv,TIC 125409404
1470,Database/TIC 112418013.csv,TIC 112418013
1471,Database/TIC 197959961.csv,TIC 197959961
1472,Database/TIC 421809379.csv,TIC 421809379
1473,Database/HAT-P-26.csv,Gaia EDR3 3668036348641580288
1474,Database/TIC 188315173.csv,TIC 188315173
1475,Database/TIC 386563653.csv,TIC 386563653
1476,Database/TIC 324608535.csv,TIC 324608535
1477,Database/HD 49674.csv,TIC 21267079
1478,Database/TIC 100606047.csv,TIC 100606047
1479,Database/TIC 398449624.csv,TIC 398449624
1480,Database/TIC 399089737.csv,TIC 399089737
1481,Database/BD -10 3166.csv,TIC 148563075
1482,Database/TIC 61692011.csv,TIC 61692011
1483,Database/TIC 151737954.csv,TIC 151737954
1484,Database/NGC 4349 127.csv,TIC 450417907
1485,Database/TIC 238870817.csv,TIC 238870817
1486,Database/TIC 169304560.csv,TIC 169304560
1487,Database/TIC 411108159.csv,TIC 411108159
1488,Database/TIC 147098388.csv,TIC 147098388
1489,Database/TIC 51443167.csv,TIC 51443167
1490,Database/TIC 79105432.csv,TIC 79105432
1491,Database/TIC 217831699.csv,TIC 217831699
1492,Database/HD 147506.csv,TIC 39903405
1493,Database/TIC 148077721.csv,TIC 148077721
1494,Database/TIC 270576040.csv,TIC 270576040
1495,Database/TIC 145972795.csv,TIC 145972795
1496,Database/HD 189733.csv,TIC 256364928
1497,Database/TIC 393483049.csv,TIC 393483049
1498,Database/TIC 352510765.csv,TIC 352510765
1499,Database/TIC 186368144.csv,TIC 186368144
1500,Database/TIC 441161288.csv,TIC 441161288
1501,Database/TIC 379235257.csv,TIC 379235257
1502,Database/TIC 38965821.csv,TIC 38965821
1503,Database/TIC 164777035.csv,TIC 164777035
1504,Database/TIC 89148220.csv,TIC 89148220
1505,Database/TIC 469981586.csv,TIC 469981586
1506,Database/TIC 441018038.csv,TIC 441018038
1507,Database/TIC 332581102.csv,TIC 332581102
1508,Database/TIC 435285625.csv,TIC 435285625
1509,Database/TIC 139876330.csv,TIC 139876330
1510,Database/TIC 308210818.csv,TIC 308210818
1511,Database/TIC 227642705.csv,TIC 227642705
1512,Database/Gaia DR2 5901924435035073152.csv,PLX 3374
1513,Database/TIC 324016035.csv,TIC 324016035
1514,Database/TIC 296537003.csv,TIC 296537003
1515,Database/TIC 132021980.csv,TIC 132021980
1516,Database/HD 147513.csv,TIC 350673608
1517,Database/HD 169822.csv,TIC 25932480
1518,Database/TIC 140072708.csv,TIC 140072708
1519,Database/TIC 88440946.csv,TIC 88440946
1520,Database/TIC 115347503.csv,TIC 115347503
1521,Database/TIC 424934357.csv,TIC 424934357
1522,Database/TIC 405077613.csv,TIC 405077613
1523,Database/TIC 306484795.csv,TIC 306484795
1524,Database/TIC 341411581.csv,TIC 341411581
1525,Database/TIC 399119319.csv,TIC 399119319
1526,Database/TIC 218978409.csv,TIC 218978409
1527,Database/TIC 260351540.csv,1ES 0618-58.0
1528,Database/TIC 280051640.csv,TIC 280051640
1529,Database/TIC 119147875.csv,TIC 119147875
1530,Database/HD 30177.csv,TIC 220408612
1531,Database/TIC 73849034.csv,TIC 73849034
1532,Database/TIC 442530946.csv,TIC 442530946
1533,Database/TIC 214558913.csv,TIC 214558913
1534,Database/Gaia DR2 2376017311632174208.csv,PLX  120.1
1535,Database/TIC 128753565.csv,TIC 128753565
1536,Database/TIC 295252621.csv,TIC 295252621
1537,Database/TIC 63841772.csv,TIC 63841772
1538,Database/TIC 307715447.csv,TIC 307715447
1539,Database/TIC 398943781.csv,TIC 398943781
1540,Database/GJ 433.csv,TIC 57654763
1541,Database/TIC 61145922.csv,TIC 61145922
1542,Database/TIC 21074.csv,TIC 21074
1543,Database/TIC 38680734.csv,TIC 38680734
1544,Database/TIC 134434006.csv,TIC 134434006
1545,Database/TIC 200385493.csv,TIC 200385493
1546,Database/TIC 389506883.csv,TIC 389506883
1547,Database/TIC 270577175.csv,TIC 270577175
1548,Database/HD 16417.csv,TIC 122555698
1549,Database/TIC 607907.csv,TIC 607907
1550,Database/HD 10700.csv,TIC 419015728
1551,Database/HAT-P-27.csv,TIC 461239485
1552,Database/TIC 422363545.csv,TIC 422363545
1553,Database/Gaia DR1 6171492074455952128.csv,CD-31 10649
1554,Database/TIC 183537563.csv,TIC 183537563
1555,Database/TIC 402107145.csv,TIC 402107145
1556,Database/TIC 203621441.csv,TIC 203621441
1557,Database/TIC 154385728.csv,TIC 154385728
1558,Database/TIC 170459990.csv,TIC 170459990
1559,Database/TIC 100272295.csv,TIC 100272295
1560,Database/TIC 399386683.csv,TIC 399386683
1561,Database/TIC 301874538.csv,TIC 301874538
1562,Database/TIC 171480466.csv,TIC 171480466
1563,Database/TIC 38828538.csv,CCDM J04336-6249A
1564,Database/TIC 9859436.csv,TIC 9859436
1565,Database/TIC 29832209.csv,TIC 29832209
1566,Database/TIC 405479191.csv,TIC 405479191
1567,Database/TIC 381551684.csv,TIC 381551684
1568,Database/TIC 231842161.csv,TIC 231842161
1569,Database/TIC 43472394.csv,TIC 43472394
1570,Database/TIC 278893662.csv,TIC 278893662
1571,Database/TIC 80384789.csv,TIC 80384789
1572,Database/HD 132563 B.csv,TIC 284680750
1573,Database/TIC 60737418.csv,TIC 60737418
1574,Database/TIC 345176811.csv,TIC 345176811
1575,Database/TIC 253696826.csv,TIC 253696826
1576,Database/TIC 276354725.csv,TIC 276354725
1577,Database/TIC 160527775.csv,TIC 160527775
1578,Database/TIC 469943599.csv,TIC 469943599
1579,Database/TIC 11518255.csv,TIC 11518255
1580,Database/TIC 20320305.csv,TIC 20320305
1581,Database/TIC 229088499.csv,TIC 229088499
1582,Database/Kepler-20.csv,TIC 158554588
1583,Database/TIC 93997745.csv,TIC 93997745
1584,Database/TIC 161439851.csv,TIC 161439851
1585,Database/TIC 298810162.csv,TIC 298810162
1586,Database/HD 4732.csv,TIC 63905972
1587,Database/2MASS J19254039+3840204.csv,TIC 137151335
1588,Database/TIC 69855370.csv,BD-20  6447
1589,Database/TIC 99647495.csv,TIC 99647495
1590,Database/TIC 318705095.csv,TIC 318705095
1591,Database/TIC 36954567.csv,TIC 36954567
1592,Database/TIC 58462925.csv,TIC 58462925
1593,Database/TIC 206539520.csv,TIC 206539520
1594,Database/TIC 387544715.csv,TIC 387544715
1595,Database/TIC 349760864.csv,TIC 349760864
1596,Database/OGLE-TR-211.csv,TIC 390001646
1597,Database/TIC 146268248.csv,TIC 146268248
1598,Database/TIC 142086812.csv,TIC 142086812
1599,Database/TIC 60175114.csv,TIC 60175114
1600,Database/TIC 319710216.csv,TIC 319710216
1601,Database/TIC 287609748.csv,TIC 287609748
1602,Database/WASP-59.csv,TIC 91051152
1603,Database/TIC 234522993.csv,TIC 234522993
1604,Database/HD 10476.csv,TIC 113710966
1605,Database/TIC 219196118.csv,TIC 219196118
1606,Database/TIC 144105665.csv,TIC 144105665
1607,Database/TIC 74396394.csv,TIC 74396394
1608,Database/TIC 422271223.csv,TIC 422271223
1609,Database/TIC 128709723.csv,TIC 128709723
1610,Database/TIC 267533071.csv,TIC 267533071
1611,Database/TIC 372913692.csv,TIC 372913692
1612,Database/TIC 350844714.csv,2MASS J06003277-5609425
1613,Database/TIC 334034005.csv,TIC 334034005
1614,Database/TIC 251042502.csv,TIC 251042502
1615,Database/TIC 287178315.csv,TIC 287178315
1616,Database/TIC 71094440.csv,TIC 71094440
1617,Database/TIC 308616873.csv,TIC 308616873
1618,Database/TIC 286194080.csv,TIC 286194080
1619,Database/TIC 311151814.csv,TIC 311151814
1620,Database/TIC 294022890.csv,TIC 294022890
1621,Database/TIC 224209469.csv,TIC 224209469
1622,Database/TIC 376785713.csv,TIC 376785713
1623,Database/HD 114783.csv,TIC 292113181
1624,Database/TIC 291466351.csv,TIC 291466351
1625,Database/TIC 779813.csv,TIC 779813
1626,Database/TIC 222495959.csv,TIC 222495959
1627,Database/TIC 345291554.csv,TIC 345291554
1628,Database/TIC 120461208.csv,TIC 120461208
1629,Database/HW Vir.csv,TIC 156618553
1630,Database/Gaia DR2 6145796320211790848.csv,CD-42  7747
1631,Database/TIC 259472757.csv,TIC 259472757
1632,Database/TIC 443055162.csv,TIC 443055162
1633,Database/TIC 234306483.csv,TIC 234306483
1634,Database/TIC 427835460.csv,TIC 427835460
1635,Database/TIC 269995013.csv,TIC 269995013
1636,Database/TIC 49243797.csv,TIC 49243797
1637,Database/TIC 229151691.csv,TIC 229151691
1638,Database/TIC 213008216.csv,TIC 213008216
1639,Database/TIC 268120499.csv,TIC 268120499
1640,Database/TIC 409883397.csv,TIC 409883397
1641,Database/TIC 161270578.csv,TIC 161270578
1642,Database/TIC 23270537.csv,TIC 23270537
1643,Database/TIC 37456152.csv,TIC 37456152
1644,Database/WASP-54.csv,TIC 61098812
1645,Database/TIC 57065604.csv,CD-29  9003
1646,Database/TIC 72933537.csv,TIC 72933537
1647,Database/TIC 114083795.csv,TIC 114083795
1648,Database/TIC 380619414.csv,TIC 380619414
1649,Database/TIC 229092427.csv,TIC 229092427
1650,Database/TIC 160991902.csv,TIC 160991902
1651,Database/TIC 152852327.csv,TIC 152852327
1652,Database/TIC 206562267.csv,TIC 206562267
1653,Database/TIC 277213945.csv,TIC 277213945
1654,Database/TIC 272677626.csv,TIC 272677626
1655,Database/TIC 243488974.csv,TIC 243488974
1656,Database/TIC 410407964.csv,TIC 410407964
1657,Database/TIC 73232846.csv,TIC 73232846
1658,Database/TIC 454278691.csv,TIC 454278691
1659,Database/TIC 340697083.csv,TIC 340697083
1660,Database/TIC 230241767.csv,TIC 230241767
1661,Database/TIC 37449516.csv,TIC 37449516
1662,Database/TIC 413248763.csv,PLX 2281.1
1663,Database/TIC 349714736.csv,TIC 349714736
1664,Database/KELT-6.csv,TIC 165987272
1665,Database/OGLE-TR-10.csv,TIC 130150682
1666,Database/TIC 364395684.csv,TIC 364395684
1667,Database/2MASS J13442258+4801432.csv,TIC 311035838
1668,Database/TIC 262876401.csv,TIC 262876401
1669,Database/TIC 278535596.csv,TIC 278535596
1670,Database/Beta Gem.csv,TIC 423088367
1671,Database/TIC 201293664.csv,TIC 201293664
1672,Database/TIC 207077159.csv,TIC 207077159
1673,Database/TIC 352316369.csv,TIC 352316369
1674,Database/TIC 261091639.csv,TIC 261091639
1675,Database/TIC 277688819.csv,CD-62  1372
1676,Database/TIC 33692729.csv,TIC 33692729
1677,Database/TIC 73452279.csv,TIC 73452279
1678,Database/TIC 124443199.csv,TIC 124443199
1679,Database/11 UMi.csv,TIC 230061010
1680,Database/HD 219828.csv,TIC 243085377
1681,Database/HAT-P-16.csv,TIC 191284318
1682,Database/TIC 248854510.csv,TIC 248854510
1683,Database/TIC 363661031.csv,TIC 363661031
1684,Database/HD 4313.csv,TIC 405228516
1685,Database/TIC 303297349.csv,TIC 303297349
1686,Database/TIC 234309613.csv,TIC 234309613
1687,Database/TIC 142948307.csv,TIC 142948307
1688,Database/Epsilon Tauri.csv,TIC 17554529
1689,Database/TIC 269282550.csv,TIC 269282550
1690,Database/Kappa CrB.csv,TIC 334753043
1691,Database/TIC 44082776.csv,TIC 44082776
1692,Database/TIC 230981971.csv,TIC 230981971
1693,Database/TIC 92199622.csv,TIC 92199622
1694,Database/HD 100655.csv,TIC 156942082
1695,Database/TIC 66814605.csv,TIC 66814605
1696,Database/TIC 164542749.csv,TIC 164542749
1697,Database/HD 87883.csv,TIC 407591082
1698,Database/HD 35956.csv,TIC 302492175
1699,Database/HD 330075.csv,TIC 275786473
1700,Database/TIC 170788614.csv,TIC 170788614
1701,Database/TIC 428657118.csv,TIC 428657118
1702,Database/TIC 64070385.csv,TIC 64070385
1703,Database/TIC 251823163.csv,TIC 251823163
1704,Database/TIC 254771390.csv,TIC 254771390
1705,Database/TIC 404519959.csv,TIC 404519959
1706,Database/TIC 180497060.csv,TIC 180497060
1707,Database/TIC 301086447.csv,TIC 301086447
1708,Database/TIC 103181404.csv,TIC 103181404
1709,Database/TIC 5704218.csv,TIC 5704218
1710,Database/GJ 832.csv,TIC 139754153
1711,Database/TIC 23037766.csv,TIC 23037766
1712,Database/TIC 467969559.csv,TIC 467969559
